nameOfCamp,ID, amountReached , goalOfCamp ,goalPercentage,funded,exceeded,category,dateCreated,monthCreated,dateCreatedFormatted,dateScraped,daysSinceStarted,peopleDonated,WRONGnumberOfDays,locationCity,locationState,socialMediaShares,numberOfFBComments,numberOfUpdates,WRONGNumberOfFbComments,WRONGNumberOfUpdates
The Motherly Love Project,738,250,375000,0.001,0,0,Charity," June 6, 2016",6,6/6/16,9/25/16,111,3,3,FAIRFIELD,AL,79000,0,1,,1
STEM Supplies for our preschool,739,565,2000,0.283,0,0,Charity," December 4, 2015",12,12/4/15,9/25/16,296,8,9,JONESBORO,GA,43000,0,2,,2
Benefit Concert for Single Parents,740,70,800,0.088,0,0,Charity," September 22, 2016",9,9/22/16,9/25/16,3,3,3,CHICAGO,IL,28000,0,0,,
The First Tee of Louisville ,741,650,50000,0.013,0,0,Charity," March 24, 2016",3,3/24/16,9/25/16,185,19,6,LOUISVILLE,KY,53000,0,0,,
LifeStraws for the Havasupai,742,355,1000,0.355,0,0,Charity," September 8, 2016",9,9/8/16,9/25/16,17,17,16,HOLLYWOOD,FL,54000,0,3,,3
Be The Change. ,743,110,1000,0.11,0,0,Charity," April 11, 2016",4,4/11/16,9/25/16,167,4,5,GREENVILLE,NC,52000,0,6,,6
"1,000 Peace Cranes for ""The County""",744,500,5000,0.1,0,0,Charity," May 5, 2016",5,5/5/16,9/25/16,143,4,4,PRESQUE ISLE,ME,54000,0,0,,
Help Start Twisted Beard Charities,745,450,2500,0.18,0,0,Charity," September 9, 2016",9,9/9/16,9/25/16,16,9,16,SIOUX FALLS,SD,49000,0,0,,
East Greenwich Water Project,746,"1,475",12500,0.118,0,0,Charity," November 24, 2015",11,11/24/15,9/25/16,306,16,10,EAST GREENWICH,RI,49000,0,5,,5
Par or Better Golf Scholarship Fund,747,378,5000,0.076,0,0,Charity," August 13, 2016",8,8/13/16,9/25/16,43,8,1,SAINT LOUIS,MO,18000,0,0,,
Help Wounded Combat Vet-Cpl. Mankin,748,100,20000,0.005,0,0,Charity," September 20, 2016",9,9/20/16,9/25/16,5,1,4,ALMA,AR,46000,0,0,,
Preschool & Temple need a boiler,749,"3,742",70000,0.053,0,0,Charity," January 10, 2016",1,1/10/16,9/25/16,259,26,8,SAN LEANDRO,CA,46000,0,1,,1
Help Us Save Vista,750,"1,675",5000,0.335,0,0,Community," May 1, 2016",5,5/1/16,9/25/16,147,32,4,VISTA,CA,179000,1,2,1,2
I USED TO BE COOL for Danay & Andy,751,800,2500,0.32,0,0,Community," September 23, 2016",9,9/23/16,9/25/16,2,29,2,ERIE,CO,70000,0,0,,
UP to US Caravan,752,"41,034",75000,0.547,0,0,Community," July 8, 2016",7,7/8/16,9/25/16,79,355,2,LOS ANGELES,CA,727000,7,3,7,3
Get us to the debates,753,963,3726,0.258,0,0,Community," September 10, 2016",9,9/10/16,9/25/16,15,24,14,OMAHA,NE,283000,0,6,,6
CANNOT MAKE RENT PLEASE HELP US,754,"1,245",2500,0.498,0,0,Community," November 4, 2015",11,11/4/15,9/25/16,326,22,10,ONTARIO,CA,262000,0,11,,11
USS Cavalla & USS Stewart Restoration,755,"10,205",25000,0.408,0,0,Community," July 2, 2014",7,7/2/14,9/25/16,816,60,27,GALVESTON,TX,571000,4,1,4,1
Help Us Restore Woodside Today,756,"4,360",10000,0.436,0,0,Community," December 9, 2014",12,12/9/14,9/25/16,656,82,21,WOODSIDE,NY,480000,0,17,,17
American Legion POST 374-HELP VETS!,757,"88,742",125000,0.71,0,0,Community," March 13, 2015",3,3/13/15,9/25/16,562,478,18,BERKLEY,MI,1500,1,16,1,16
Circle Way Ecovillage USA,758,"10,629",350,30.369,1,1,Community," February 17, 2014",2,2/17/14,9/25/16,951,86,31,GREENVILLE,NH,4300,2,4,2,4
Election Justice USA Lawsuits,759,"3,188",25000,0.128,0,0,Community," June 9, 2016",6,6/9/16,9/25/16,108,119,3,CLARENDON HILLS,IL,152000,0,1,,1
Help us spread the love!,760,"1,100",1000,1.1,1,0,Community," March 18, 2014",3,3/18/14,9/25/16,922,20,30,GLEN ALLEN,VA,154000,0,48,,48
Help us move!!,761,125,1750,0.071,0,0,Community," August 16, 2016",8,8/16/16,9/25/16,40,4,1,PLAINFIELD,IN,51000,0,0,,
Help us build a better CWF Website!,762,"1,330",1300,1.023,1,0,Community," February 8, 2013",2,2/8/13,9/25/16,1325,15,44,BADEN,PA,95000,0,7,,7
Help us keep our home from Bank OA,763,"1,170",22000,0.053,0,0,Community," July 31, 2016",7,7/31/16,9/25/16,56,3,1,HOLLAND,MI,82000,1,1,1,1
Help us sponsor IGNITE THE FIGHT!,764,"1,215",5000,0.243,0,0,Community," March 7, 2014",3,3/7/14,9/25/16,933,25,31,CINCINNATI,OH,97000,0,1,,1
"Help Us Bring Our Ladies ""Home!""",765,"1,740",250000,0.007,0,0,Community," March 18, 2014",3,3/18/14,9/25/16,922,8,30,KNOXVILLE,TN,327000,1,10,1,10
Help us move!,766,300,5000,0.06,0,0,Community," June 3, 2016",6,6/3/16,9/25/16,114,7,3,WASHOUGAL,WA,58000,0,7,,7
US Eagle Scout Project,767,400,400,1,1,0,Community," July 28, 2016",7,7/28/16,9/25/16,59,11,1,RICHMOND,TX,18000,0,0,,
Help Us Build Bunks!,768,"7,193",16000,0.45,0,0,Community," January 9, 2015",1,1/9/15,9/25/16,625,26,20,PANAMA CITY BEACH,FL,61000,0,1,,1
Troops for Regatta. Make Us Float!,769,130,7000,0.019,0,0,Community," June 20, 2016",6,6/20/16,9/25/16,97,5,3,FORT WAINWRIGHT,AK,221698.9,0,0,,
Help Us Build the First SUPERHOME..,770,5,20000,0,0,0,Community," April 14, 2016",4,4/14/16,9/25/16,164,1,5,ALTON,IL,221698.9,0,0,,
College Students Against DAPL,771,"1,328",5000,0.266,0,0,Community," September 18, 2016",9,9/18/16,9/25/16,7,33,7,GAMBIER,OH,139000,0,2,,2
Help in the Trenches,772,"1,525",2000,0.763,0,0,Community," July 17, 2014",7,7/17/14,9/25/16,801,49,26,OAK PARK,IL,829000,5,181,5,181
Mississippi Stand Camp,773,830,2500,0.332,0,0,Community," September 19, 2016",9,9/19/16,9/25/16,6,20,6,KEOKUK,IA,378000,0,1,,1
Support Change To The Land Sales Act,774,390,750,0.52,0,0,Community," September 20, 2016",9,9/20/16,9/25/16,5,14,5,WOODLAND HILLS,CA,41000,0,1,,1
PetersburgBlandfordcommunitycenter ,775,"3,645",5000,0.729,0,0,Community," June 24, 2014",6,6/24/14,9/25/16,824,57,27,PETERSBURG,VA,563000,3,13,3,13
Hillary Lister NO ON ONE FUND,776,"2,604",5000,0.521,0,0,Community," July 14, 2016",7,7/14/16,9/25/16,73,23,2,PORTLAND,ME,600000,1,4,1,4
Buena Vista Horror Club,777,"1,919",2750,0.698,0,0,Community," September 2, 2016",9,9/2/16,9/25/16,23,33,22,SAN DIEGO,CA,281000,0,2,,2
Honoring Dr. Rosemarie Hurley,778,100,5000,0.02,0,0,Community," September 1, 2016",9,9/1/16,9/25/16,24,4,24,MARATHON,NY,599000,0,1,,1
Nick's Journey to Independence,779,815,20000,0.041,0,0,Community," September 24, 2016",9,9/24/16,9/25/16,1,10,1,WILMINGTON,DE,59000,0,1,,1
Please Help Our Local Convent!,780,"11,000",33000,0.333,0,0,Community," August 10, 2016",8,8/10/16,9/25/16,46,91,1,STANWOOD,WA,390000,0,5,,5
Flowers & Such: Boston Bike Lanes,781,"6,720",7000,0.96,0,0,Community," September 8, 2015",9,9/8/15,9/25/16,383,180,12,BOSTON,MA,548000,1,3,1,3
DONOR OPEN HOUSE THIS SUNDAY!,782,"35,387",35000,1.011,1,0,Community," September 6, 2014",9,9/6/14,9/25/16,750,378,24,PORTLAND,OR,1600,0,13,,13
Christina-Taylor Green Mem River Pk,783,"12,965",20000,0.648,0,0,Community," December 31, 2015",12,12/31/15,9/25/16,269,124,8,TUCSON,AZ,669000,0,3,,3
Save Marcus Books in SF: An Open Letter,784,"20,619",1000000,0.021,0,0,Community," January 18, 2014",1,1/18/14,9/25/16,981,442,32,SAN FRANCISCO,CA,4500,3,31,3,31
Help buy & protect Back Shore Land!,785,"102,156",100000,1.022,1,0,Community," February 25, 2016",2,2/25/16,9/25/16,213,393,7,GLOUCESTER,MA,1900,1,7,1,7
Save the Philadelphia Irish Center,786,"46,585",50000,0.932,0,0,Community," May 7, 2014",5,5/7/14,9/25/16,872,245,29,BROOMALL,PA,1500,3,13,3,13
A project to reverse climate change,787,"3,425",4000,0.856,0,0,Community," November 27, 2015",11,11/27/15,9/25/16,303,88,10,PORTLAND,OR,990000,0,2,,2
Help me build a community ,788,"5,058",25000,0.202,0,0,Community," July 18, 2014",7,7/18/14,9/25/16,800,164,26,COLUMBUS,OH,2300,0,69,,69
"Identical Twins, 82 , Need Housing",789,"8,712",10000,0.871,0,0,Community," July 27, 2016",7,7/27/16,9/25/16,60,113,2,SANTA ROSA,CA,179000,8,9,8,9
Special Needs Nature Field Trips ,790,"10,995",10000,1.1,1,0,Community," August 10, 2016",8,8/10/16,9/25/16,46,95,1,CHARLESTON,SC,606000,0,8,,8
Vandals Won't Win!,791,450,350,1.286,1,1,Community," July 30, 2016",7,7/30/16,9/25/16,57,8,1,MEADVILLE,PA,32000,0,0,,
The Alex Klimper Family Fund,792,400,5000,0.08,0,0,Community," September 23, 2016",9,9/23/16,9/25/16,2,6,2,AGATE,CO,101000,2,3,2,3
The Thankful Leper Outreach,793,"5,082",6500,0.782,0,0,Community," March 24, 2016",3,3/24/16,9/25/16,185,73,6,DES MOINES,IA,286000,2,6,2,6
Miss Pig broken arm and Back fund,794,495,2250,0.22,0,0,Community," August 28, 2016",8,8/28/16,9/25/16,28,14,27,BOOTHBAY HARBOR,ME,153000,2,4,2,4
Veterans Magellan Hall,795,135,25000,0.005,0,0,Community," September 21, 2016",9,9/21/16,9/25/16,4,6,3,SACRAMENTO,CA,64000,0,4,,4
 Housing Matters!,796,530,10000,0.053,0,0,Community," March 16, 2014",3,3/16/14,9/25/16,924,10,30,OKLAHOMA CITY,OK,281000,0,9,,9
Arrow's Stuffies for Premies,797,"1,375",1500,0.917,0,0,Community," October 29, 2015",10,10/29/15,9/25/16,332,52,11,BELLINGHAM,WA,272000,0,5,,5
WM independent director campaign,798,"3,935",5000,0.787,0,0,Community," August 24, 2016",8,8/24/16,9/25/16,32,72,1,BLACKSTONE,MA,215000,2,0,2,
Grebel Dance Buildout Fund,799,"1,085",10000,0.109,0,0,Community," May 19, 2015",5,5/19/15,9/25/16,495,14,16,PELHAM,AL,253000,0,34,,34
Relief for Rose homeless style icon,800,275,2500,0.11,0,0,Community," September 14, 2016",9,9/14/16,9/25/16,11,18,11,10238,US,204000,3,4,3,4
"Chiu Chiu, Atacama Desert",801,775,35000,0.022,0,0,Community," September 12, 2016",9,9/12/16,9/25/16,13,11,12,LOS ANGELES,CA,109000,0,5,,5
Fund raiser to help disadvantaged,802,"6,716",9000,0.746,0,0,Community," August 22, 2016",8,8/22/16,9/25/16,34,53,1,BEAR,DE,203000,1,15,1,15
UnitedLGBTQ To End Gun Violence,803,"1,530",25000,0.061,0,0,Community," August 24, 2016",8,8/24/16,9/25/16,32,22,1,PITTSBURGH,PA,199000,0,12,,12
Somalitv End of Summer Picnic,804,20,50000,0,0,0,Community," August 12, 2016",8,8/12/16,9/25/16,44,1,1,SAINT PAUL,MN,563000,0,1,,1
Save Katy Makerspace,805,260,3500,0.074,0,0,Community," September 21, 2016",9,9/21/16,9/25/16,4,5,4,KATY,TX,48000,0,1,,1
Help keep us together ,806,205,3000,0.068,0,0,Community," September 19, 2016",9,9/19/16,9/25/16,6,4,6,HART,MI,106000,1,18,1,18
Special Bulldogs,807,225,3000,0.075,0,0,Community," August 15, 2016",8,8/15/16,9/25/16,41,5,1,WAGONER,OK,172000,0,2,,2
A Wangy Wagnols Fund Raiser,808,575,10000000,0,0,0,Community," August 20, 2014",8,8/20/14,9/25/16,767,14,25,NEWARK,NJ,161000,0,10,,10
Save Club West,809,"23,370",50000,0.467,0,0,Community," July 22, 2016",7,7/22/16,9/25/16,65,109,2,PHOENIX,AZ,201000,0,7,,7
An Artist Community in the Woods,810,505,30000,0.017,0,0,Community," August 24, 2016",8,8/24/16,9/25/16,32,12,1,BROOKLYN,NY,143000,0,1,,1
Friends of South Section Street,811,"4,175",15000,0.278,0,0,Community," September 14, 2016",9,9/14/16,9/25/16,11,30,11,FAIRHOPE,AL,96000,0,0,,
Flood Relief for Mrs. Cooper,812,"5,745",5000,1.149,1,1,Community," June 1, 2016",6,6/1/16,9/25/16,116,94,3,KATY,TX,177000,0,1,,1
MVP Annual Thanksgiving Food Drive,813,395,10000,0.04,0,0,Community," September 24, 2016",9,9/24/16,9/25/16,1,4,1,NAPLES,FL,18000,0,0,,
Be The Miracle & Stop The Violence,814,"1,130",5000,0.226,0,0,Community," March 8, 2016",3,3/8/16,9/25/16,201,28,6,CHICAGO,IL,168000,0,1,,1
Youngest GA Democratic Delegate,815,"1,650",4000,0.413,0,0,Community," May 1, 2016",5,5/1/16,9/25/16,147,18,4,DECATUR,GA,124000,0,2,,2
Pleasant Valley Days,816,"1,155",5000,0.231,0,0,Community," July 25, 2016",7,7/25/16,9/25/16,62,21,2,PLEASANT VALLEY,NY,162000,0,0,,
Sandbranch...everybody's community!,817,"1,060",10000,0.106,0,0,Community," February 8, 2015",2,2/8/15,9/25/16,595,17,19,SEAGOVILLE,TX,151000,4,6,4,6
Sigma Nu - Zeta Nu Chapter Growth,818,"3,465",5000,0.693,0,0,Community," August 29, 2016",8,8/29/16,9/25/16,27,45,27,BOZEMAN,MT,108000,0,1,,1
Save Fletcher Creek,819,"10,350",35000,0.296,0,0,Community," September 30, 2015",9,9/30/15,9/25/16,361,13,12,LITTLE ROCK,AR,131000,0,6,,6
Sundays Feast,820,550,1500,0.367,0,0,Community," September 5, 2016",9,9/5/16,9/25/16,20,14,19,CHARLOTTE,NC,22000,1,8,1,8
Hyannis Open Streets,821,"1,950",4000,0.488,0,0,Community," July 13, 2016",7,7/13/16,9/25/16,74,16,2,HYANNIS,MA,242000,2,4,2,4
Fitch's Freezer Fund,822,"21,349",100000,0.213,0,0,Community," August 25, 2014",8,8/25/14,9/25/16,762,131,25,WILMORE,KY,794000,0,9,,9
Representing Rural Oregon in Philly,823,"3,011",4000,0.753,0,0,Community," June 11, 2016",6,6/11/16,9/25/16,106,69,3,THE DALLES,OR,242000,1,9,1,9
BR Flood Recovery Assistance ,824,"8,160",5000,1.632,1,1,Community," August 15, 2016",8,8/15/16,9/25/16,41,58,1,BATON ROUGE,LA,144000,0,0,,
Dining With Grace- Feed Homeless,825,"5,236",6000,0.873,0,0,Community," June 18, 2015",6,6/18/15,9/25/16,465,42,15,BROOKLYN,NY,476000,0,10,,10
NrichmentZone LLC,826,"2,125",10000,0.213,0,0,Community," March 23, 2015",3,3/23/15,9/25/16,552,37,18,BROOKLYN,NY,201000,3,11,3,11
Restore Round Barn,827,"1,771",53700,0.033,0,0,Community," May 11, 2016",5,5/11/16,9/25/16,137,24,4,BLACHLY,OR,879000,0,2,,2
A New Roof For Michael & Family,828,485,5500,0.088,0,0,Community," August 24, 2016",8,8/24/16,9/25/16,32,7,1,MILAN,MI,143000,0,0,,
Sunshine Club: mentoring!,829,425,1000,0.425,0,0,Community," August 1, 2016",8,8/1/16,9/25/16,55,8,1,SAINT PETERSBURG,FL,57000,0,0,,
Rebuild New Paltz Climbing Coop,830,"9,531",110000,0.087,0,0,Community," February 9, 2015",2,2/9/15,9/25/16,594,100,19,NEW PALTZ,NY,943000,0,5,,5
Help French Speakers Drive Safely,831,675,5000,0.135,0,0,Community," April 19, 2016",4,4/19/16,9/25/16,159,16,5,SEATTLE,WA,104000,1,3,1,3
Help us from foreclosure ,832,565,5000,0.113,0,0,Community," September 6, 2016",9,9/6/16,9/25/16,19,4,19,AMITY,OR,18000,0,0,,
Mom needs help with Uhaul,833,230,250,0.92,0,0,Community," May 1, 2016",5,5/1/16,9/25/16,147,10,4,HOUSTON,TX,72000,0,1,,1
Lisa cormiers OCD walk 2016,834,430,1000,0.43,0,0,Community," April 7, 2016",4,4/7/16,9/25/16,171,15,5,LEOMINSTER,MA,100000,1,1,1,1
Help A Grieving Mother,835,575,5000,0.115,0,0,Community," September 14, 2016",9,9/14/16,9/25/16,11,12,10,MALDEN,MA,99000,2,2,2,2
Breaking the Silence ,836,505,1500,0.337,0,0,Community," September 10, 2016",9,9/10/16,9/25/16,15,7,15,ATLANTA,GA,22000,0,0,,
Pauls Recovery Fund,837,150,2500,0.06,0,0,Medical," September 22, 2016",9,9/22/16,9/25/16,3,1,3,COLUMBUS,OH,55000,0,0,,
5th Annual Hotdogs for the Homeless,838,120,10000,0.012,0,0,Community," September 19, 2016",9,9/19/16,9/25/16,6,4,6,OKLAHOMA CITY,OK,18000,0,0,,
Some good news for a change,839,"2,235",10000,0.224,0,0,Community," June 18, 2016",6,6/18/16,9/25/16,99,52,3,ATLANTA,GA,83000,1,2,1,2
MARGATE CITY FIREWORKS,840,"1,078",9000,0.12,0,0,Community," March 14, 2016",3,3/14/16,9/25/16,195,31,6,MARGATE CITY,NJ,85000,0,0,,
The Co-op's Farm Table Cafe!,841,"1,175",7000,0.168,0,0,Community," March 30, 2016",3,3/30/16,9/25/16,179,20,5,,,70000,0,3,,3
Help the Bryan's out of homelessnes,842,"1,840",2500,0.736,0,0,Community," July 13, 2016",7,7/13/16,9/25/16,74,14,2,Plantation,,66000,0,4,,4
Cecil Powell Neighborhood Park ,843,260,20000,0.013,0,0,Community," October 14, 2014",10,10/14/14,9/25/16,712,5,23,SEATTLE,WA,28000,0,3,,3
Keep America Great,844,320,5000,0.064,0,0,Community," August 3, 2016",8,8/3/16,9/25/16,53,9,1,PITTSBURGH,PA,58000,0,0,,
Help Rick Get Back On His Feet,845,200,8500,0.024,0,0,Community," September 24, 2016",9,9/24/16,9/25/16,1,2,1,HAWTHORNE,CA,221698.9,0,0,,
Help Build A well in Mlandizi in TZ,846,440,15000,0.029,0,0,Community," February 26, 2016",2,2/26/16,9/25/16,212,5,7,PASADENA,CA,10000,0,3,,3
Healing Our Home Canoe/Kayak Trip,847,70,1000,0.07,0,0,Community," September 16, 2016",9,9/16/16,9/25/16,9,2,9,FALMOUTH,KY,11000,0,0,,
Help update and repair YMCA care,848,50,500,0.1,0,0,Community," July 24, 2016",7,7/24/16,9/25/16,63,1,2,VANCOUVER,WA,41000,0,3,,3
Sammie & Jonathan's Repair Fund,849,20,2000,0.01,0,0,Community," August 8, 2016",8,8/8/16,9/25/16,48,1,1,JENISON,MI,42000,1,1,1,1
Back-2-School Backpack Challenge,850,34,1500,0.023,0,0,Community," July 6, 2016",7,7/6/16,9/25/16,81,1,2,CHAMPLIN,MN,5000,0,0,,
Friends of Falcon Ridge ,851,25,5000,0.005,0,0,Community," July 28, 2016",7,7/28/16,9/25/16,59,1,1,HAMBURG,NJ,2000,0,0,,
Judy Stephens (Mom),852,5,3000,0.002,0,0,Community," September 24, 2016",9,9/24/16,9/25/16,1,1,1,CROSSVILLE,TN,221698.9,0,0,,
CJMP 90.1FM: Top The Tower,853,"2,394",15000,0.16,0,0,Community," April 29, 2016",4,4/29/16,9/25/16,149,52,4,Powell River,BC,117000,0,3,,3
Warm their Heart and their Home,854,500,15000,0.033,0,0,Community," September 19, 2016",9,9/19/16,9/25/16,6,5,6,Durham Bridge,NB,10000,0,1,,1
Scott & Jodie's Palapa Bar-Belize,855,"18,210",400000,0.046,0,0,Community," August 4, 2016",8,8/4/16,9/25/16,52,163,1,TORRANCE,CA,3700,7,0,7,
Coffee for our Deployed Troops,856,730,80000,0.009,0,0,Community," August 18, 2016",8,8/18/16,9/25/16,38,19,1,LIBERTYVILLE,IL,3900,0,0,,
Two 1930 Texaco Visible Gas Pumps,857,975,10000,0.098,0,0,Community," March 22, 2015",3,3/22/15,9/25/16,553,24,18,KNOXVILLE,TN,2500,3,4,3,4
LAKOTA TINY HOUSE NATION ,858,"13,035",25000,0.521,0,0,Community," March 21, 2015",3,3/21/15,9/25/16,554,168,18,MANDERSON,SD,7000,8,30,8,30
UnShame,859,"2,291",21000,0.109,0,0,Community," January 13, 2015",1,1/13/15,9/25/16,621,33,20,GAINESVILLE,FL,2800,3,16,3,16
Buses for March for Marriage,860,"43,612",50000,0.872,0,0,Community," April 10, 2015",4,4/10/15,9/25/16,534,426,17,WASHINGTON,DC,3300,0,5,,5
Save the Red Key Tavern's Neon Sign,861,"9,723",14000,0.695,0,0,Community," October 9, 2015",10,10/9/15,9/25/16,352,224,11,INDIANAPOLIS,IN,2500,3,13,3,13
Fundraiser for WeatherNJ Legal Fees,862,"15,027",15000,1.002,1,0,Community," October 14, 2015",10,10/14/15,9/25/16,347,548,11,BARNEGAT,NJ,3600,15,3,15,3
Porpoise Pub Fund,863,"5,070",50000,0.101,0,0,Community," October 19, 2015",10,10/19/15,9/25/16,342,76,11,LARGO,FL,2500,6,3,6,3
Israel's Plight In Full Page NYT Ad,864,"34,651",33000,1.05,1,0,Community," October 8, 2015",10,10/8/15,9/25/16,353,859,11,NEW YORK,NY,11000,25,10,25,10
SAM FOLTZ STATUE,865,"11,506",10000,1.151,1,1,Community," July 25, 2016",7,7/25/16,9/25/16,62,381,2,BENNINGTON,NE,3400,13,6,13,6
"Save The Rink, Save the Floor",866,"11,535",85000,0.136,0,0,Community," July 14, 2016",7,7/14/16,9/25/16,73,235,2,PALATINE,IL,3300,3,13,3,13
This Angel needs wheels! ,867,"5,155",5000,1.031,1,0,Community," August 26, 2016",8,8/26/16,9/25/16,30,197,1,KOKOMO,IN,2800,12,1,12,1
Relief for Fidencio the paleta man,868,"384,290",3000,128.097,1,1,Community," September 9, 2016",9,9/9/16,9/25/16,16,17447,15,CHICAGO,IL,120000,556,10,556,10
Little Boy's Museum is 35 in 2016!,869,"1,791",10000,0.179,0,0,Community," March 7, 2015",3,3/7/15,9/25/16,568,30,18,HOWES CAVE,NY,2400,1,15,1,15
Pride's Corner Drive-In,870,"1,575",100000,0.016,0,0,Community," March 19, 2014",3,3/19/14,9/25/16,921,48,30,WESTBROOK,ME,2400,7,8,7,8
Plastic to Fuel Conversion,871,"7,215",40000,0.18,0,0,Community," July 28, 2015",7,7/28/15,9/25/16,425,88,14,SANTA CRUZ,CA,2400,5,11,5,11
House of Consciousness  ,872,"1,536",8000,0.192,0,0,Community," July 15, 2014",7,7/15/14,9/25/16,803,32,26,NORFOLK,VA,2400,1,8,1,8
MD Anderson Costume Campaign,873,"14,289",15000,0.953,0,0,Community," October 2, 2015",10,10/2/15,9/25/16,359,360,11,HOUSTON,TX,2300,4,16,4,16
Emily Carson ,874,"20,770",20000,1.039,1,0,Community," February 24, 2016",2,2/24/16,9/25/16,214,341,7,GENEVA,NY,2300,4,4,4,4
Help me build a community ,875,"5,058",25000,0.202,0,0,Community," July 18, 2014",7,7/18/14,9/25/16,800,164,26,COLUMBUS,OH,2300,0,69,,69
Keep the Home for Yanni (and Anne),876,"2,995",4500,0.666,0,0,Community," July 9, 2015",7,7/9/15,9/25/16,444,88,14,RENO,NV,2300,50,0,50,
Zoruan Otto Harris' Child Care Fund,877,"6,500",100000,0.065,0,0,Community," September 18, 2016",9,9/18/16,9/25/16,7,93,7,WASHINGTON,DC,892000,0,2,,2
Burnside Skatepark,878,"33,429",40000,0.836,0,0,Community," October 26, 2014",10,10/26/14,9/25/16,700,384,23,PORTLAND,OR,2200,5,6,5,6
Stop the Spraying Billboards,879,"5,430",10000,0.543,0,0,Community," November 15, 2014",11,11/15/14,9/25/16,680,107,22,OXFORD,GA,2200,4,5,4,5
RenFest Merchant Recovery Fund,880,"4,905",30000,0.164,0,0,Community," August 18, 2016",8,8/18/16,9/25/16,38,89,1,HAMMOND,LA,2200,4,4,4,4
"Our Glass House, Cincinnati, Ohio",881,"67,855",5000,13.571,1,1,Community," June 4, 2015",6,6/4/15,9/25/16,479,3098,15,CINCINNATI,OH,2200,152,0,152,
Old Marietta FB Page Research,882,"4,085",6000,0.681,0,0,Community," July 23, 2013",7,7/23/13,9/25/16,1160,106,38,MARIETTA,GA,2100,4,47,4,47
Anti-Trump Poster by Robbie Conal,883,"11,704",8500,1.377,1,1,Community," July 25, 2016",7,7/25/16,9/25/16,62,191,2,LOS OSOS,CA,2000,4,4,4,4
Philly Awakening,884,205,5000,0.041,0,0,Community," April 11, 2016",4,4/11/16,9/25/16,167,8,5,DAHLONEGA,GA,2100,0,3,,3
Honoring Our Fallen Memorial Wall,885,"15,966",50000,0.319,0,0,Community," April 7, 2016",4,4/7/16,9/25/16,171,253,5,CYPRESS,CA,1500,6,1,6,1
Support for Teressa! We Love YOU!,886,"9,434",15000,0.629,0,0,Community," June 12, 2015",6,6/12/15,9/25/16,471,172,15,PORTLAND,OR,1200,3,19,3,19
"Save Black Boys Life Center ""ARK""",887,"6,438",250000,0.026,0,0,Community," March 1, 2015",3,3/1/15,9/25/16,574,170,19,Rancho Dominguez,CA,1500,1,1,1,1
#SaveTheRitz,888,"1,725",30000,0.058,0,0,Community," July 22, 2015",7,7/22/15,9/25/16,431,31,14,MALVERN,AR,1500,1,6,1,6
"Natural Building, Pine Ridge reservation",889,"6,980",40000,0.175,0,0,Community," June 14, 2014",6,6/14/14,9/25/16,834,164,27,PINE RIDGE,SD,1500,2,44,2,44
Petition for Judicial Review,890,"1,454",2000,0.727,0,0,Community," March 9, 2014",3,3/9/14,9/25/16,931,44,31,DES MOINES,IA,1500,2,57,2,57
Handicap Ramp for Colleen BaldEagle,891,"1,135",2500,0.454,0,0,Community," January 14, 2016",1,1/14/16,9/25/16,255,24,8,MARTIN,SD,1500,1,0,1,
Sue and Robin's Christmas Display,892,775,1000,0.775,0,0,Community," December 16, 2015",12,12/16/15,9/25/16,284,34,9,HAMILTON,OH,1500,1,8,1,8
Make Cleveland Pride 2016 a Reality,893,"1,516",20000,0.076,0,0,Community," July 29, 2016",7,7/29/16,9/25/16,58,36,1,CLEVELAND,OH,1500,2,1,2,1
Save Claddagh Cottage Irish Pub,894,"13,762",100000,0.138,0,0,Community," August 4, 2016",8,8/4/16,9/25/16,52,90,1,ORLANDO,FL,1500,2,1,2,1
Indigenous Healing Camp  #NoDAPL,895,"4,235",6000,0.706,0,0,Community," September 2, 2016",9,9/2/16,9/25/16,23,79,23,EUGENE,OR,1300,3,5,3,5
Terror on the Square water main,896,"9,035",8200,1.102,1,1,Community," December 29, 2015",12,12/29/15,9/25/16,271,197,9,PETERSBURG,IL,1500,1,5,1,5
Help Fund Our Revolution Today,897,"2,151",5000,0.43,0,0,Community," May 26, 2016",5,5/26/16,9/25/16,122,96,4,EVERETT,WA,1500,6,0,6,
Help LeeAnn's Dairy Delight rebuild,898,"8,000",12000,0.667,0,0,Community," December 23, 2015",12,12/23/15,9/25/16,277,122,9,SPRINGFIELD,OH,1400,0,8,,8
Help Save Our Neighborhood,899,"16,095",100000,0.161,0,0,Community," December 10, 2015",12,12/10/15,9/25/16,290,118,9,TILLAMOOK,OR,1400,2,7,2,7
A car for Ms Lively,900,"7,810",10000,0.781,0,0,Community," March 1, 2016",3,3/1/16,9/25/16,208,107,6,FAYETTEVILLE,NC,1400,6,7,6,7
Porter Family House Fund,901,"10,062",10000,1.006,1,0,Community," August 3, 2016",8,8/3/16,9/25/16,53,66,1,CLEARFIELD,UT,1400,4,1,4,1
"Help Save Historic New Castle, Pa ",902,"1,485",10000,0.149,0,0,Community," April 28, 2016",4,4/28/16,9/25/16,150,26,4,NEW CASTLE,PA,1400,11,8,11,8
Fredericksburg Skatepark Project,903,"1,660",10000,0.166,0,0,Community," March 9, 2015",3,3/9/15,9/25/16,566,31,18,FREDERICKSBURG,VA,1300,2,3,2,3
